艦船ID,艦船名,耐久初期,耐久最大,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期下限,対潜初期上限,対潜最大,回避初期下限,回避初期上限,回避最大,索敵初期下限,索敵初期上限,索敵最大,運初期,運最大,射程,装備1,装備2,装備3,装備4,装備5,機数1,機数2,機数3,機数4,機数5,ドロップ説明,図鑑説明,リソース名,画像ver,ボイスver,母港ボイスver,元衣装ID
65,羽黒,44,56,40,54,24,49,16,54,32,49,0,0,0,34,34,59,12,12,39,10,49,2,6,-1,-1,-1,-1,2,2,2,0,0,羽黒です。妙高型重巡洋艦姉妹の末っ娘です。<br>あ、あの…ごめんなさいっ！,長崎で生まれたの。<br>スラバヤ沖海戦、珊瑚海海戦、ミッドウェー海戦、第二次ソロモン海戦、マリアナ海戦など数々の海戦に参加しました。<br>あの…頑張ります！,lvfswfzywnql,14,15,1,-1
66,高雄,45,60,40,59,24,59,18,66,35,49,0,0,0,35,35,69,13,13,39,10,49,2,6,25,-1,-1,-1,2,2,2,0,0,こんにちは。高雄です。<br>貴方のような素敵な提督で良かったわ。,巡洋艦といえば、なんといっても、私、高雄型よね。<br>近藤中将麾下の第４戦隊に所属して、数々の海戦に参加しました。<br>激戦を戦い抜いて、最期はシンガポール防衛に努めたの。,eqpvjbnbjlhy,9,9,606,-1
67,愛宕,45,60,40,54,24,59,18,56,35,49,0,0,0,35,35,59,13,13,39,10,49,2,6,25,-1,-1,-1,2,2,2,0,0,私は愛宕、提督、覚えてくださいね。,高雄型の２番艦、愛宕よ、うふふ。<br>呉海軍工廠で生まれたの。<br>バランスがとれた重武装ボディでしょ？<br>レイテ沖の決戦では、第一遊撃部隊の旗艦として出撃したんだけど……ま、そんなこともあるわよね。,aqpnbsizhjij,8,8,606,-1
68,摩耶,45,57,40,54,24,49,18,56,35,49,0,0,0,35,35,59,13,13,39,10,49,2,6,-1,-1,-1,-1,2,2,2,0,0,よ！アタシ、摩耶ってんだ、よろしくな。,高雄型重巡洋艦３番艦の摩耶さまだ。<br>生まれは神戸。南方作戦や激戦のソロモン海で暴れまくってやったぜ！<br>ああん？　レイテ？　んだよ、潜水艦って奴は苦手だよ。,gpshoozxgutk,17,19,606,-1
69,鳥海,45,57,40,54,24,49,18,56,35,49,0,0,0,35,35,59,13,13,39,10,49,2,6,-1,-1,-1,-1,2,2,2,0,0,私が鳥海です。よろしくです。,高雄型の４番艦、鳥海です。<br>マレー、ソロモン、マリアナ、レイテと数々の作戦に参加しました。<br>鳥海の名は、現在、海自のイージス護衛艦、その４番艦に受け継がれています。,qmmdyeprdqsu,18,20,606,-1
70,最上,41,59,40,59,18,69,20,59,31,59,0,0,0,35,35,69,14,14,39,10,49,2,5,25,-1,-1,-1,2,2,2,0,0,ボクが最上さ。<br>大丈夫、今度は衝突しないって。ホントだよ。,重巡洋艦、最上型のネームシップ、最上だよ。<br>三連主砲がいい感じでしょ？<br>そうそう、ボク、ちょっと他の艦とよくブツかっちゃう癖があるんだけど、なんでだろ？,lcmobkdeizph,8,5,606,-1
71,利根,44,62,32,59,24,59,20,67,36,59,0,0,0,36,36,69,20,20,59,10,49,2,6,25,-1,-1,-1,3,3,3,0,0,吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！,日本海軍が完成させた最後の重巡、<br>利根型の長女、利根だ。<br>真珠湾、そして痛恨のミッドウェーでも、艦隊の眼として縦横無尽の活躍なのじゃ。最期は呉鎮守府を守る浮き砲台として刀折れ矢尽きるまで戦ったぞ。,kmcllyhenjnk,11,11,606,-1
72,筑摩,44,62,32,59,24,59,20,67,36,59,0,0,0,36,36,69,20,20,59,10,49,2,6,25,-1,-1,-1,3,3,3,0,0,はじめまして、利根型２番艦、筑摩と申します。,筑摩です。<br>連装主砲４基を前甲板に集中させ、充実した索敵水偵を搭載した利根型重巡洋艦２番艦です。<br>生まれは長崎よ。利根姉さんと一緒に、あの南雲機動部隊の、大切な眼の役目を務めたの。,gcqjowlpkbde,11,11,606,-1
73,最上改,50,67,24,75,18,69,20,64,37,71,0,0,0,35,35,69,22,22,59,10,69,2,6,26,25,-1,-1,5,6,5,11,0,提督、また会ったね？最上だよ。<br>ボクの飛行甲板どう？似合ってる？,最上型重巡洋艦１番艦。<br>最上の後部主砲を全て取り払って、代わりに水上機を運用する航空甲板を設置した、航空巡洋艦だよ。<br>水上機母艦並の航空力と火力、どうよ！,ethdbrvnuznc,9,6,606,-1
74,祥鳳,32,55,0,19,0,0,14,29,19,39,0,0,0,28,28,49,34,34,69,10,49,1,23,16,-1,-1,-1,18,9,3,0,0,軽空母、祥鳳です。<br>はい、ちょっと小柄ですけど、ぜひ提督の機動部隊に加えてくださいね！,祥鳳型航空母艦１番艦です。<br>元々は潜水母艦だったんです。<br>前衛艦隊や主力じゃない小艦隊に空母を配属するなら、ぜひ私を使ってね！運用によってはお役に立つはずです！,qihrkkfwekpo,19,16,606,-1
75,飛鷹,40,64,0,19,0,0,21,59,21,39,0,0,0,28,28,54,38,38,59,10,49,1,19,23,16,-1,-1,12,18,18,10,0,名前は出雲ま…じゃなかった、飛鷹です。<br>航空母艦よ。よろしくね、提督！,飛鷹よ。<br>北米航路用の新造客船「出雲丸」を建造途中で改装した商船改造空母なの。<br>でも、正規空母並の活躍を見せたんだから。ホントよ。,sdiauxhgyfkj,7,7,1,-1
76,龍驤,31,54,0,19,0,0,16,29,17,39,0,0,0,27,27,44,34,34,69,10,49,1,19,16,-1,-1,-1,9,24,5,0,0,軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。期待してや！,軽空母だけど、結構歴戦の空母なんよ、うち。<br>ああ、あの岩手沖での第四艦隊事件のこと？あれはきつかったー。<br>波浪で艦橋圧壊…いや、ホントありえへん。,iyondwbusgym,16,13,1,-1
77,伊勢,74,89,74,89,0,0,28,79,70,89,0,0,0,22,22,49,10,10,36,15,69,3,7,4,25,-1,-1,3,3,3,3,0,超弩級戦艦、伊勢型の１番艦、伊勢。<br>参ります！,扶桑型戦艦を再設計した、強力な超弩級戦艦として完成しました。<br>戦艦、伊勢です。<br>主砲を多少とっちゃって、有名な航空戦艦モードに改造可能よ。楽しみね！,skgpomqtcedb,13,13,1,-1
78,金剛,63,79,63,89,0,0,24,69,52,69,0,0,0,30,30,59,13,13,39,12,49,3,7,11,37,-1,-1,3,3,3,0,0,英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！,超弩級戦艦として建造技術導入を兼ねて英国ヴィッカース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デース！<br>期待してネ！,oygjwmgvcdyv,20,20,606,-1
79,榛名,63,79,63,89,0,0,24,69,52,69,0,0,0,30,30,59,13,13,39,15,69,3,7,11,37,-1,-1,3,3,3,0,0,高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。,高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、覚えていてね。,vzgrqylbwegp,16,16,1,-1
80,長門,80,94,82,99,0,0,31,89,75,89,0,0,0,24,24,49,12,12,39,20,79,3,8,4,25,-1,-1,3,3,3,3,0,私が、戦艦長門だ。よろしく頼むぞ。<br>敵戦艦との殴り合いなら任せておけ。,八八艦隊計画の第一号艦として生まれた、長門型戦艦のネームシップ、長門だ。<br>大和型が就役するまで、連合艦隊旗艦も務めていたさ。<br>世界のビッグ７と云われてもいたな。,jnxoytktolbb,16,16,606,-1
81,陸奥,80,94,82,99,0,0,31,89,75,89,0,0,0,24,24,49,12,12,39,3,39,3,8,4,25,-1,-1,3,3,3,3,0,長門型戦艦２番艦の陸奥よ。よろしくね。<br>あまり火遊びはしないでね…お願いよ。,長門型戦艦の２番艦として生まれた陸奥よ。<br>もちろん、世界のビッグ７の一艦になるわね。<br>え？主砲火薬庫爆発事故？<br>まあ、隠してもしょうがないわね。今度は大丈夫よ！,jkjqeleyhbus,11,9,606,-1
82,伊勢改,77,89,63,86,0,0,45,92,74,92,0,0,0,36,36,77,24,24,60,30,79,3,7,26,-1,-1,-1,11,11,11,14,0,航空戦艦、伊勢です。<br>後部飛行甲板と、カタパルト２基で航空戦力を運用可能よ！,洋上航空戦力強化のために、主砲を一部外して、かわりに飛行甲板を設置、軽空母並の航空戦力を運用可能な航空戦艦、伊勢です。<br>海自の新鋭ＤＤＨにもその名は受け継がれているわ。,guwzhmxxnwol,15,14,1,-1
83,赤城,69,79,0,39,0,0,32,69,28,54,0,0,0,28,28,49,44,44,69,12,49,1,20,23,16,-1,-1,18,18,27,10,0,航空母艦、赤城です。<br>空母機動部隊を編制するなら、私にお任せくださいませ。,航空母艦、赤城です。<br>空母機動部隊の主力として快進撃を支えます。<br>日頃鍛錬を積んだ自慢の艦載機との組み合わせは、無敵艦隊とも言われたんです。慢心…ですって？<br>ううん、そうかなあ……気をつけますね。,uswetrxvttms,17,15,606,-1
84,加賀,71,89,0,39,0,0,28,69,29,59,0,0,0,27,27,49,40,40,69,10,49,1,20,23,16,-1,-1,18,18,45,12,0,航空母艦、加賀です。<br>貴方が私の提督なの？　それなりに期待はしているわ。,私、加賀は、八八艦隊三番艦として建造されました。<br>様々な運命のいたずらもあって、最終的に大型航空母艦として完成しました。<br>赤城さんと共に、栄光の第一航空戦隊、その主力を担います。,oeimwwkynzlt,12,12,606,-1
85,霧島,63,79,63,89,0,0,24,69,52,69,0,0,0,30,30,59,13,13,39,10,49,3,7,11,37,-1,-1,3,3,3,0,0,マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。,霧島です。姉妹艦の榛名には、頭脳は負けないわよ？<br>純国産高速戦艦として、奮戦するんだからっ！<br>現代の海自イージス艦にもその名は受け継がれたの。,icwowutxbvgh,14,16,1,-1
86,比叡,63,79,63,89,0,0,24,69,52,69,0,0,0,30,30,59,13,13,39,10,49,3,7,11,37,-1,-1,3,3,3,0,0,金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。,井上提督も愛した巡洋戦艦、比叡です。<br>ぴかぴかに肌を磨いて、御召艦としても活躍したの。<br>大和型のテスト艦にもなったのよ、知ってた？<br>え？ソロモン海戦？そうよ、奮闘したわ！,bxzhnjffdppv,14,16,1,-1
87,日向,74,89,74,94,0,0,28,79,70,89,0,0,0,22,22,49,10,10,36,15,69,3,7,4,25,-1,-1,3,3,3,3,0,あなたが提督？ふうん。いいけど。<br>伊勢型戦艦２番艦、日向よ。一応覚えておいて。,伊勢型戦艦２番艦、日向。<br>ああ、そうだ、あの伊勢と一緒に航空戦艦になったんだ。<br>もともとは、私の砲塔の事故もあるんだけどな。<br>呉で朽ち果てる迄、戦うつもりだ。,cfqmhviykuup,20,20,606,-1
88,日向改,77,89,63,86,0,0,45,92,74,92,0,0,0,36,36,77,24,24,60,30,79,3,7,26,-1,-1,-1,11,11,11,14,0,伊勢型航空戦艦、日向。<br>推して参る。,航空運用能力を付与された航空戦艦、日向だ。<br>レイテでも奮戦したぞ。<br>戦略物資輸送作戦「北号作戦」も思い出深いな。<br>ああ、そうだ、海自のＤＤＨ「ひゅうが」に名は受け継がれている。,jprpbvbeillv,22,21,606,-1
89,鳳翔,30,49,0,19,0,0,10,29,15,39,0,0,0,24,24,39,32,32,69,20,69,1,23,-1,-1,-1,-1,8,11,0,0,0,航空母艦、鳳翔です。<br>ふつつか者ですが、よろしくお願い致します。,航空母艦、鳳翔と申します。<br>最初から空母として建造された、世界で初めての航空母艦なんです。<br>小さな艦ですが、頑張りますね。,bwgbubdrhvfg,5,3,606,-1
90,蒼龍,50,79,0,29,0,0,26,69,27,49,0,0,0,33,33,59,42,42,69,10,49,1,20,23,16,-1,-1,12,27,18,7,0,航空母艦、蒼龍です。<br>空母機動部隊を編制するなら、私もぜひ入れてね！,航空母艦、蒼龍です。<br>真珠湾攻撃から始まって、緒戦の重要な戦いに、主力空母の一隻として参加しました。<br>え？なに、ミッドウェー？なにそれ、美味しいの？,nppdykjbwmkx,16,17,1,-1
91,飛龍,50,79,0,29,0,0,26,69,27,49,0,0,0,37,37,69,42,42,69,35,89,1,20,23,16,-1,-1,12,27,18,7,0,航空母艦、飛龍です。<br>空母戦ならお任せ！どんな苦境でも戦えます！,飛龍型航空母艦、飛龍です。<br>…ん？蒼龍型改じゃないかって？いいじゃん、そんなこと。それより、索敵は大切にねッ。<br>空母戦は先手必勝！慢心はダメ、ゼッタイ。<br>慎重に、そして、大胆に戦い抜こうよ！,gobumojesgfi,15,16,1,-1
92,隼鷹,40,64,0,19,0,0,21,59,21,39,0,0,0,28,28,54,38,38,59,20,79,1,19,23,16,-1,-1,12,18,18,10,0,商船改装空母、隼鷹でーすっ！<br>ひゃっはぁー！,戦時改造を前提に建造した豪華客船、橿原丸。<br>その改装した姿が空母、隼鷹さ。<br>ちゃーんと戦い抜いて、最後まで生き残ったんだぜ。意外とやるでしょ？,ltdlvothcqnr,3,3,1,-1
93,朧,15,29,10,29,27,69,12,39,5,19,20,20,49,41,41,79,5,5,19,10,49,1,2,-1,-1,-1,-1,0,0,0,0,0,アタシ、綾波型駆逐艦「朧」。<br>誰にも負けない…たぶん……,綾波型駆逐艦７番艦の朧です。<br>佐世保の海軍工廠生まれです。南方進攻作戦などに参加しました。熱いところの海の方がいいな。<br>キス…か？じゃなくって、寒いキスカ島は…あまり近づきたくない…かな。,jqexjuembtvh,21,18,606,-1
94,漣,15,29,10,29,27,69,12,39,5,19,20,20,49,41,41,79,5,5,19,10,49,1,2,-1,-1,-1,-1,0,0,0,0,0,綾波型駆逐艦「漣」です、ご主人さま。<br>こう書いてさざなみと読みます。,特型駆逐艦の１９番目、綾波型でいうと、９番艦の漣だよ。<br>読みにくいって？貴方が字を知らないだけヨ。<br>南雲機動部隊が真珠湾でボコボコやってる時、ミッドウェー島砲撃を敢行したよ。何気に凄くない？,lnarycubyzrr,23,19,606,-1
95,朝潮,16,33,10,29,24,79,12,39,6,19,21,21,49,43,43,79,5,5,19,12,49,1,2,14,-1,-1,-1,0,0,0,0,0,駆逐艦、朝潮です。<br>勝負ならいつでも受けて立つ覚悟です。,朝潮型駆逐艦のネームシップ、朝潮よ。<br>バランスのとれた量産型駆逐艦として建造され、戦線を支えたの。<br>私の進化改良型が陽炎型になるわね。,eeyrwdehbixg,10,10,606,-1
96,大潮,16,33,10,29,24,69,9,39,6,19,21,21,49,43,43,79,5,5,19,10,49,1,2,-1,-1,-1,-1,0,0,0,0,0,駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。,朝潮型駆逐艦の２番艦、大潮です！<br>各戦線で活躍した後、あのガダルカナル島撤収作戦にも3回出動しました。<br>支えてみせます！,svcuufdqcqmy,11,11,606,-1
97,満潮,16,33,10,29,24,69,9,39,6,19,21,21,49,43,43,79,5,5,19,10,49,1,2,-1,-1,-1,-1,0,0,0,0,0,満潮よ。<br>私、なんでこんな部隊に配属されたのかしら。,駆逐艦、満潮よ。<br>姉妹艦の朝潮、大潮、荒潮とは第８駆逐隊で腐れ縁の仲。でも、最後は離れ離れ。<br>私は西村艦隊の一員として、レイテに突入を図ったわ。,fhpgicaysllm,11,11,606,-1
98,荒潮,16,33,10,29,24,69,9,39,6,19,21,21,49,43,43,79,5,5,19,10,49,1,2,-1,-1,-1,-1,0,0,0,0,0,あら。自己紹介まだでしたかー。<br>私、荒潮です。,神戸娘の駆逐艦よ？そう、名前は荒潮。<br>姉妹達とけっこう色々頑張ったのよ。<br>でも、私の煙突に爆弾落とすのだけは、ちょっとやめてほしいわ。,vksjkggcuvik,9,9,606,-1
99,球磨,25,39,14,49,24,89,13,59,10,29,19,19,59,36,36,79,8,8,39,12,49,2,4,25,-1,-1,-1,1,1,0,0,0,クマー。<br>よろしくだクマ。,球磨型軽巡洋艦の１番艦、球磨だクマ。<br>佐世保生まれだクマ。ちょっと古いところもあるけど、頑張るクマー。,zrmviexnupjy,17,11,606,-1
100,多摩,25,39,14,39,24,79,13,49,10,29,19,19,59,36,36,69,8,8,39,10,49,2,4,-1,-1,-1,-1,1,1,0,0,0,軽巡、多摩です。<br>猫じゃないにゃ。,球磨型軽巡洋艦の２番艦、多摩だにゃ。<br>水雷戦隊の旗艦として、ご奉公するにゃ！<br>にゃ？多摩って名前だけど、猫じゃないもん！,jiftwdxqwtin,14,11,606,-1
101,木曾,25,39,14,39,24,79,13,49,10,29,19,19,59,36,36,69,8,8,39,10,49,2,4,-1,-1,-1,-1,1,1,0,0,0,木曾だ、お前に最高の勝利を与えてやる。,5500トン型の軽巡洋艦、球磨型の木曾だ。よろしくな。<br>やれ、滑走台だ、カタパルトだ、そんなもんはいらねえな。<br>戦いは敵の懐に飛び込んでやるもんよ。なあ？,veulocbvzaqy,12,12,606,-1
102,千歳,40,59,9,29,0,0,14,29,18,39,0,0,0,20,20,39,34,34,69,10,49,1,10,25,-1,-1,-1,12,12,0,0,0,千歳です。<br>日本では初めての水上機母艦なのよ。よろしくね！,水上機母艦千歳です。<br>水上機を沢山運用できる優れものですが、給油艦として重油を他の艦に補給もできちゃうの。<br>後期には、航空母艦に改装され、第一線で戦ったのよ。,dkmxevqgbxmr,14,9,606,-1
103,千代田,40,59,9,29,0,0,14,29,18,39,0,0,0,20,20,39,34,34,69,10,49,1,10,25,-1,-1,-1,12,12,0,0,0,水上機母艦、千代田です。<br>姉の千歳が、いつも迷惑かけてないですか？,水上機母艦として建造された千歳型２番艦、千代田です。<br>甲標的母艦としても運用できるようになっているのよ。<br>千歳お姉と一緒に頑張りますね！,cayfwlehtvgj,14,9,606,-1
104,千歳改,41,59,9,29,0,29,15,29,20,39,0,0,0,25,25,44,36,36,69,10,49,1,25,26,2,-1,-1,12,6,6,0,0,ダイエットして空母になった千歳です！<br>足も速くなったの。本でも出そうかしら！,水上機母艦千歳です。<br>水上機を沢山運用できる優れものですが、給油艦として重油を他の艦に補給もできちゃうの。後期には、航空母艦に改装され、第一線で戦ったのよ。,wvkpfygaipjq,15,10,606,-1
